faiss_idx,scene,ts_ns,frame_idx,tx,ty,tz,qw,qx,qy,qz
237,seq02,263388374112,31,-0.819465,0.733283,-0.02816,0.534722977,0.585706002,0.442643435,-0.418433515
238,seq02,264388379450,32,-0.701717,0.70929,-0.033498,0.628035797,0.457788168,0.581894401,-0.239582839
239,seq02,265388374400,33,-0.533143,0.610706,-0.052476,0.601037359,0.459959869,0.627733473,-0.182048617
240,seq02,266388377825,34,-0.6397,0.59647,-0.086201,0.49119309,0.622212104,0.555727319,-0.250496693
241,seq02,267388379362,35,-0.867643,0.847211,-0.080815,0.521725361,0.627368107,0.509719687,-0.272759503
242,seq02,268388372612,36,-1.106375,0.815413,-0.052484,0.548527252,0.583322861,0.464654979,-0.378084704
243,seq02,269388378237,37,-1.253184,0.826575,-0.037796,0.608450006,0.440913605,0.601369721,-0.271547863
244,seq02,270388379025,38,-1.536066,0.887931,-0.024312,0.678340542,0.3917903,0.593679359,-0.184117593
245,seq02,271388372362,39,-1.574604,0.926776,-0.047363,0.598627562,0.40580208,0.65975843,-0.204177689
246,seq02,272388378700,40,-1.594347,0.927551,-0.074426,0.531395911,0.440460232,0.703084648,-0.171129041
247,seq02,273388375200,41,-1.783858,0.73543,-0.092749,0.524466347,0.477892261,0.681581517,-0.178887319
248,seq02,274388374950,42,-1.920383,0.673525,-0.085841,0.502135805,0.461517424,0.699333244,-0.213996061
249,seq02,275388375075,43,-2.333293,0.531719,-0.070572,0.545076148,0.600784744,0.533588239,-0.239234772
250,seq02,276388370737,44,-2.319508,0.547896,-0.081242,0.567895584,0.492420111,0.636566263,-0.172628018
251,seq02,277388378362,45,-2.057941,0.763601,-0.073702,0.583772135,0.241804152,0.76683817,0.112694574
252,seq02,278388368825,46,-2.057723,0.76947,-0.080381,0.537744738,0.427509407,0.70794138,-0.163967395
253,seq02,279388376650,47,-2.222489,0.65376,-0.065218,0.560792661,0.456585952,0.666768735,-0.180167462
254,seq02,280388381150,48,-2.359312,0.531309,-0.08706,0.551978861,0.499438561,0.655314777,-0.128230277
255,seq02,281388378862,49,-2.335747,0.550599,-0.078111,0.577614196,0.378928724,0.72109547,-0.052878973
256,seq02,282388381150,50,-2.360012,0.563702,-0.076208,0.592400614,0.453847564,0.659233138,-0.092171425
257,seq02,283388377075,51,-2.341564,0.577833,-0.078856,0.592143647,0.370345573,0.709444114,-0.094335081
258,seq02,284388380825,52,-2.278146,0.578764,-0.070917,0.606606495,0.29432139,0.738092083,-0.024971125
259,seq02,285388375362,53,-2.296309,0.572475,-0.060668,0.62430738,0.318191999,0.709124739,-0.078334228
260,seq02,286388373275,54,-2.235434,0.660382,-0.056097,0.649589835,0.155957731,0.74064188,0.071832014
261,seq02,287388377075,55,-2.136816,0.71532,-0.054887,0.600922708,0.291833143,0.739296139,-0.084655389
262,seq02,288388379862,56,-1.96382,0.834126,-0.053027,0.62593832,0.247741276,0.738134219,-0.044534865
263,seq02,289388371362,57,-1.61155,0.713446,-0.054005,0.638142996,0.238325228,0.731673055,-0.025082706
264,seq02,290388377200,58,-1.26295,0.784688,-0.02538,0.647310297,0.351793299,0.654289816,-0.170691801
265,seq02,291388379575,59,-0.992802,0.756032,-0.051049,0.644685628,0.343923844,0.666109602,-0.14964902
266,seq02,292388380575,60,-0.818005,0.529562,-0.045853,0.621117877,0.41441205,0.632324709,-0.20649624
267,seq02,293388399025,61,-0.62477,0.429718,-0.028364,0.532948097,0.58849704,0.458028006,-0.399809835
268,seq02,294388375487,62,-0.441876,0.399239,-0.043718,0.55527738,0.572350726,0.50358174,-0.332396013
269,seq02,295388374775,63,-0.386046,0.226886,-0.03019,0.643350559,0.413639649,0.59513246,-0.246616411
270,seq02,296388370200,64,-0.360394,-0.042884,-0.026948,0.645345061,0.455732083,0.553356066,-0.263884605
271,seq02,297388370825,65,-0.10649,-0.128808,-0.034082,0.498533301,0.573957705,0.486138287,-0.430936964
272,seq02,298388373325,66,-0.0832,-0.102012,-0.041855,0.504498343,0.540786225,0.55051392,-0.387254573
273,seq02,299388378275,67,-0.275701,0.206932,-0.038062,0.525829837,0.58304959,0.474912463,-0.397510139
274,seq02,300388380025,68,-0.621698,0.286828,-0.051356,0.438667195,0.670733208,0.382476374,-0.459782425
275,seq02,301388372362,69,-0.837224,0.501742,-0.033003,0.533510344,0.557114091,0.493052991,-0.402354757
276,seq02,302388370275,70,-1.092908,0.712587,-0.045627,0.548916108,0.56310631,0.458772049,-0.413679341
277,seq02,303388376575,71,-1.440464,0.675403,-0.052399,0.507122755,0.609168681,0.462843086,-0.396883241
278,seq02,304388379275,72,-1.741222,0.827381,-0.00417,0.710952607,0.311868475,0.578595749,-0.250022807
279,seq02,305388381075,73,-2.015199,0.729607,-0.053464,0.599357963,0.468276835,0.581547601,-0.28859873
280,seq02,306388377987,74,-2.144724,0.522725,-0.051644,0.606223786,0.35045661,0.690756408,-0.180356511
281,seq02,307388378775,75,-2.45552,0.455461,-0.04022,0.648172441,0.253818861,0.71441203,-0.071161249
282,seq02,308388380075,76,-2.573907,0.402988,-0.037609,0.64713902,0.274250728,0.697693848,-0.138639538
283,seq02,309388379325,77,-2.577946,0.407119,-0.035558,0.672369775,0.213660446,0.704033603,-0.081269828
284,seq02,310388373900,78,-2.567625,0.398661,-0.042417,0.646587107,0.238107147,0.72052403,-0.077943704
285,seq02,311388377150,79,-2.623855,0.378224,-0.020666,0.710709336,0.208737409,0.667574875,-0.075264334
286,seq02,312388374150,80,-2.411122,0.529462,-0.029652,0.645993992,0.308835062,0.686178557,-0.128341945
287,seq02,313388419275,81,-2.275444,0.702491,-0.036821,0.642210552,0.227967075,0.720651069,-0.127509435
288,seq02,314388378575,82,-2.064466,0.61208,-0.058781,0.630470204,0.232629944,0.735739788,-0.084128448
289,seq02,315388376275,83,-1.946864,0.583614,-0.068667,0.573735957,0.389273689,0.68969242,-0.208847821
290,seq02,316388373775,84,-1.687895,0.781916,-0.0165,0.661097682,0.26790931,0.672698926,-0.196597588
291,seq02,317388369700,85,-1.51248,0.780654,-0.053689,0.620758876,0.295479133,0.714135275,-0.131762316
292,seq02,318388375700,86,-1.33768,0.616907,-0.026053,0.666983358,0.343734994,0.648651704,-0.127398669
293,seq02,319388375650,87,-1.289146,0.59321,-0.05887,0.549878683,0.562442891,0.534295937,-0.309546895
294,seq02,320388369400,88,-0.870642,0.670246,-0.02696,0.626816965,0.408687626,0.613481838,-0.252418208
295,seq02,321388371650,89,-0.656758,0.368002,-0.028436,0.623310906,0.426356215,0.611963387,-0.234956816
296,seq02,322388370950,90,-0.516265,0.227102,-0.054178,0.587075905,0.513380088,0.585498311,-0.221301819
297,seq02,323388379075,91,-0.312163,0.159593,-0.024423,0.500205942,0.642724472,0.3514346,-0.461728265
298,seq02,324388375987,92,-0.213297,0.14026,-0.045544,0.502238394,0.624360858,0.430673076,-0.415271977
299,seq02,325388376825,93,-0.383444,0.287379,-0.066548,0.525824388,0.662639397,0.473706213,-0.244990137
300,seq02,326388372737,94,-0.702065,0.430547,-0.076361,0.450416669,0.658689502,0.467628341,-0.380232427
301,seq02,327388371737,95,-1.007572,0.508261,-0.068052,0.471967121,0.63847968,0.523557195,-0.308996115
302,seq02,328388371325,96,-1.208483,0.821866,-0.076428,0.565629381,0.457570806,0.684394282,-0.047925231
